suburb_postcode,min12,min6,min4,min3,max12,max6,max4,max3,std12,std6,std4,std3,mean12,mean6,mean4,mean3,med12,med6,med4,med3,var12,var6,var4,var3,linreg12,linreg6,linreg4,linreg3,dist_syd_cbd,pprev_up2,prev_up2,is_up2
ABERDARE,263000,286000,286000,385500,412500,412500,412500,412500,46253.5424694393,46164.5607221239,49996.2498593645,11032.7794422902,338229.166666667,358000,371000,399333.333333333,334875,368500,392750,400000,2139390190.97222,2131166666.66667,2499625000,121722222.222222,63446.3636363636,156064.705882353,295250,595875,98.2464783957284,1,0,1
ABERDEEN,180000,180000,247500,247500,440000,440000,440000,440000,63063.8936072752,81514.5266535699,75754.0221704432,87424.5706626893,282497.083333333,297916.666666667,318125,316666.666666667,269250,292500,292500,262500,3977054676.90972,6644618055.55556,5738671875,7643055555.55556,53069.825974026,130602.941176471,261363.636363636,478750,191.096816719553,0,1,0
ABERGLASSLYN,438000,465000,465000,478500,525000,525000,525000,525000,22224.8121320644,20615.73866141,22633.9761199839,21575.4490103914,464520.833333333,480791.666666667,487125,494500,461250,474875,479250,480000,493942274.305556,425008680.555556,512296875,465500000,87404.2207792208,211123.529411765,394500,730500,127.168934458739,1,0,1
ABERMAIN,244200,297500,297500,297500,415000,415000,415000,415000,41670.1823516795,38480.2438488462,46317.5182841223,50538.7640001877,322558.333333333,348750,353750,345000,314500,338750,351250,322500,1736404097.22222,1480729166.66667,2145312500,2554166666.66667,60555.5064935065,154500,297159.090909091,546875,120.89278984209,1,0,0
ACACIA GARDENS,738500,738500,738500,740500,903500,903500,872500,872500,53851.0153816889,63402.5937078988,54600.108745313,54074.5370350552,821270.833333333,803666.666666667,787125,803333.333333333,823000,783500,768750,797000,2899931857.63889,4019888888.88889,2981171875,2924055555.55556,155040.324675325,356323.529411765,645590.909090909,1238000,36.566248483712,1,0,0
ADAMSTOWN HEIGHTS,603000,722500,722500,722500,749750,747500,747500,745000,44432.4696324534,11025.5385356,11319.2314226718,10069.2049779955,705895.833333333,734250,735000,730833.333333333,722500,734000,735000,725000,1974244357.63889,121562500,128125000,101388888.888889,132735,324100,603522.727272727,1101875,109.734250109752,0,0,0
ADAMSTOWN,510000,685000,685000,685000,750000,750000,730000,725000,73036.0451345011,22404.8915789982,18304.285700349,16467.1389945754,678166.666666667,721750,710125,703500,700250,727500,712750,700500,5334263888.88889,501979166.666667,335046875,271166666.666667,127302.727272727,319208.823529412,581000,1045250,109.734250109752,0,1,1
ALBION PARK RAIL,485950,535000,535000,535000,587500,587500,585000,585000,31315.0353819411,18465.4331718003,18794.9461292125,20949.6751499609,547579.166666667,564666.666666667,559500,556666.666666667,556250,565250,559000,550000,980631440.972222,340972222.222222,353250000,438888888.888889,103051.74025974,249950,460818.181818182,847500,92.7599980220962,1,0,0
ALBION PARK,529500,590000,590000,590000,659000,659000,652500,652500,40299.7180425069,23212.1854971813,23485.3677850699,26060.8262851865,601854.166666667,631666.666666667,628750,625000,603750,636250,636250,632500,1624067274.30556,538805555.555556,551562500,679166666.666667,113170.714285714,279508.823529412,518295.454545455,953125,92.7599980220962,1,0,0
ALBURY,455000,480000,507500,507500,610000,610000,610000,610000,47180.0013960092,47282.6407043766,39303.5655338275,42673.8275240874,528314.791666667,543406.25,545109.375,552833.333333333,514718.75,531468.75,531468.75,541000,2225952531.72743,2235648111.97917,1544770263.67188,1821055555.55556,99418.8194805195,239398.161764706,447028.409090909,846500,453.985125850965,1,0,1
ALEXANDRIA,1030000,1030000,1030000,1030000,1805000,1595000,1540000,1540000,206451.100403071,190636.566133631,186337.521382571,209214.005267334,1519604.16666667,1404958.33333333,1324625,1299500,1540000,1468125,1364250,1328500,42622056857.6389,36342300347.2222,34721671875,43770500000,287823.181818182,629564.705882353,1113818.18181818,2076750,7.979228579014,1,0,0
ALLAMBIE HEIGHTS,1400000,1400000,1400000,1400000,1755000,1737250,1681000,1681000,97107.6779303307,107097.988621013,110908.939985693,128063.623510608,1615833.75,1614500,1581187.5,1580750,1637500,1643125,1621875,1661250,9429901113.02083,11469979166.6667,12300792968.75,16400291666.6667,304575.149350649,714200,1292920.45454545,2366187.5,10.4021439600769,1,0,1
ALSTONVILLE,455000,560000,560000,560000,635000,635000,635000,635000,59599.1347054543,27651.1000383951,27471.5762197949,31180.4782231162,543270.833333333,587500,598750,601666.666666667,560000,580000,600000,610000,3552056857.63889,764583333.333333,754687500,972222222.222222,101897.662337662,258764.705882353,492500,921250,587.908625333164,1,0,0
AMBARVALE,526500,530000,530000,530000,610500,592500,560000,560000,26549.8417551258,24224.0697562477,13390.1783035178,14142.135623731,560791.666666667,558333.333333333,543125,540000,560000,556250,541250,530000,704894097.222222,586805555.555556,179296875,200000000,105758.961038961,247705.882352941,446590.909090909,817500,58.3603587400797,1,0,1
ANNA BAY,461000,540000,552500,552500,622500,622500,622500,607000,50330.724787538,32850.8043618756,31299.1488502483,25402.0449745466,542729.166666667,580958.333333333,583937.5,571083.333333333,546250,580375,580375,553750,2533181857.63889,1079175347.22222,979636718.75,645263888.888889,101939.545454545,256655.882352941,483693.181818182,869937.5,15203.2192252038,0,0,1
ANNANDALE,1400000,1530000,1530000,1582500,2140000,1652500,1651250,1651250,201401.921393447,44646.8589476224,45601.3209101447,28215.1948818757,1674520.83333333,1614041.66666667,1596687.5,1618916.66666667,1648125,1634000,1602750,1623000,40562733940.9722,1993342013.88889,2079480468.75,796097222.222222,315953.701298701,712944.117647059,1303443.18181818,2445562.5,8.34030854654448,1,0,0
ARMIDALE,328000,335000,335000,340000,370000,360000,360000,360000,12261.0494384997,9581.52156786987,11388.0419739304,9428.09041582063,347000,347166.666666667,348750,353333.333333333,344000,344000,350000,360000,150333333.333333,91805555.5555555,129687500,88888888.8888889,65433.2467532468,152776.470588235,283181.818181818,525000,379.299073879819,1,1,1
ASHFIELD,1160000,1325000,1325000,1325000,1918000,1705000,1705000,1705000,217983.142943758,146664.565562602,163875.941549545,172497.987105808,1542020.83333333,1497125,1529437.5,1568333.33333333,1518000,1456375,1543875,1675000,47516650607.6389,21510494791.6667,26855324218.75,29755555555.5556,290577.272727273,658680.882352941,1258022.72727273,2447500,12.6256600552572,1,0,0
ASHMONT,165000,165000,190000,190000,260000,245000,245000,245000,27931.8039650692,26529.3338694275,21077.238908358,23098.8215187606,215785.416666667,204166.666666667,217500,213666.666666667,221750,198000,217500,206000,780185672.743056,703805555.555555,444250000,533555555.555556,40782.2402597403,89423.5294117647,180772.727272727,330250,380.479338103496,1,0,1
ASHTONFIELD,458000,489000,547500,556500,615000,615000,615000,615000,43823.1679831951,40485.3368517541,26118.4202240488,25719.6422992234,546812.5,562250,571125,579000,552000,561000,561000,565500,1920470052.08333,1639062500,682171875,661500000,102837.402597403,247182.352941176,462886.363636364,856125,126.837386784717,1,0,1
AUBURN,819000,819000,819000,819000,1100000,945000,945000,895000,73299.3618046721,39619.6543888117,47948.6623249283,31365.4533948844,902145.833333333,873541.666666667,876562.5,853750,873750,867500,871125,847250,5372796440.97222,1569717013.88889,2299074218.75,983791666.666667,170198.246753247,385741.176470588,721238.636363636,1268687.5,21.2475385794601,0,0,1
AUSTINMER,860000,1050000,1050000,1050000,1900000,1900000,1900000,1900000,259530.906958433,273723.362478738,322492.126841881,355113.440403986,1207000,1313750,1365625,1421666.66666667,1191250,1216250,1256250,1315000,67356291666.6667,74924479166.6667,104001171875,126105555555.556,226791.948051948,578808.823529412,1140681.81818182,2345000,57.4717262071082,1,0,0
AVALON BEACH,1480000,1620000,1620000,1620000,1875000,1875000,1810000,1800000,107138.224332032,82730.7480332367,77405.0450854949,73521.8063268005,1711253.75,1755840.83333333,1733761.25,1708348.33333333,1718750,1762500,1752522.5,1705045,11478599113.0208,6844376670.13889,5991541004.6875,5405456005.55556,322153.251948052,777708.794117647,1433644.54545455,2607522.5,25.7811663610233,0,0,0
AVOCA BEACH,780000,950000,985000,985000,1075000,1075000,1075000,1075000,96107.603450363,39754.5638540058,32863.0562904609,36973.1509191317,949354.166666667,1002708.33333333,1022812.5,1027083.33333333,980000,997500,1015625,1021250,9236671440.97222,1580425347.22222,1079980468.75,1367013888.88889,178286.428571429,440558.823529412,833238.636363636,1527187.5,44.1043134687982,1,0,1
BALGOWLAH HEIGHTS,2230000,2230000,2230000,2230000,3150000,3057500,3057500,3057500,291267.882140593,310804.567480381,327740.250617772,365104.627317826,2706250,2651250,2595625,2545833.33333333,2772500,2635000,2547500,2350000,84836979166.6667,96599479166.6667,107413671875,133301388888.889,510631.818181818,1174661.76470588,2142727.27272727,3848750,7.4293127096822,0,1,0
BALGOWNIE,670000,670000,670000,670000,1046500,958750,958750,958750,109549.020293302,102441.548374345,105546.846086228,121725.1571734,860958.333333333,835000,795937.5,792916.666666667,860000,855625,777500,750000,12000987847.2222,10494270833.3333,11140136718.75,14817013888.8889,162630.714285714,372904.411764706,665170.454545455,1261562.5,74.6570417002442,1,0,0
BALLINA,463000,530000,551500,551500,585000,585000,585000,585000,38236.3583153812,18965.7952348139,12182.8516776656,13761.8635688953,535291.666666667,564416.666666667,568625,567166.666666667,542500,569000,569000,565000,1462019097.22222,359701388.888889,148421875,189388888.888889,100619.74025974,249032.352941176,466545.454545455,855750,595.863399021096,1,0,1
BALMAIN,1700000,1700000,1700000,1700000,2350000,2060000,2025000,1965000,227862.19641607,144356.81102355,149017.616408262,124922.198009623,1973333.33333333,1888333.33333333,1847500,1788333.33333333,1936250,1922500,1832500,1700000,51921180555.5556,20838888888.8889,22206250000,15605555555.5556,372713.636363636,839088.235294118,1539772.72727273,2748750,7.07049120032477,0,0,1
BANGALOW,765000,765000,765000,765000,1000000,975000,975000,975000,78086.7573066437,74100.3917368563,80107.3498500606,88317.6086632785,873500,874416.666666667,898750,885000,879000,875000,927500,915000,6097541666.66667,5490868055.55556,6417187500,7800000000,164500.519480519,385720.588235294,748636.363636364,1380000,611.531511898396,1,0,0
BANGOR,1000000,1005000,1005000,1005000,1285000,1183000,1155000,1125000,79390.1232312097,62941.5513702108,59064.9801066588,49342.9044769582,1120500,1112333.33333333,1084375,1060833.33333333,1139250,1139250,1088750,1052500,6302791666.66667,3961638888.88889,3488671875,2434722222.22222,211274.935064935,493879.411764706,896931.818181818,1609375,29.4253942530589,0,0,1
BANKSTOWN,770000,770000,770000,770000,1090000,1090000,1090000,890000,78882.1642282546,96090.2353693305,116913.429510899,50990.1951359278,933750,910000,902500,840000,925000,905000,875000,860000,6222395833.33333,9233333333.33333,13668750000,2600000000,176348.051948052,404941.176470588,760909.090909091,1290000,23.5073170101787,0,0,0
BANORA POINT,540000,595000,605000,605000,665000,665000,665000,665000,36795.8130449497,22450.7562975801,21424.5587760868,24700.7084918631,599229.166666667,626375,632062.5,632750,600000,629125,629125,628250,1353931857.63889,504036458.333333,459011718.75,610125000,112685.584415584,276386.764705882,519681.818181818,964125,662.365462185473,1,0,0
BARDIA,428000,613500,613500,613500,732720,709950,670000,670000,76087.5622775059,31115.4269079932,21705.4140711482,23391.593931724,657100,666825,649000,644500,674975,666250,656250,650000,5789317133.33333,968169791.666667,471125000,547166666.666667,123672.34025974,295892.941176471,534795.454545455,980875,40.9905598913763,1,0,0
BARGO,570000,620000,620000,620000,815000,815000,815000,645000,66515.296903962,67800.3605365701,79304.7917846078,10230.6728354819,658583.333333333,666333.333333333,678500,633000,639500,639500,639500,634000,4424284722.22222,4596888888.88889,6289250000,104666666.666667,124083.246753247,294547.058823529,567045.454545455,946750,79.281092651797,0,0,1
BAROOGA,206500,260000,260000,260000,470000,470000,362500,304000,66901.9286385344,75016.8962449275,39200.4065667692,18263.503375737,299416.666666667,321916.666666667,300375,279666.666666667,280000,289500,289500,275000,4475868055.55556,5627534722.22222,1536671875,333555555.555556,56370.2597402597,145150,253409.090909091,430500,562.731653256873,0,0,0
BARRACK HEIGHTS,484500,545000,545000,545000,650000,650000,650000,650000,42931.3890605308,36987.2350352869,42550.5214421633,47827.8161742725,576250,595833.333333333,588125,582500,577000,602500,578750,552500,1843104166.66667,1368055555.55556,1810546875,2287500000,108449.220779221,264294.117647059,487500,900000,85.0236390207118,1,0,0
BASIN VIEW,358000,389000,420000,420000,509000,509000,480000,480000,42846.27621412,40122.8365633449,24784.9343099795,26001.0683541187,431187.5,449791.666666667,450187.5,456166.666666667,430500,450375,450375,468500,1835803385.41667,1609842013.88889,614292968.75,676055555.555555,81022.2077922078,197492.647058824,363977.272727273,669250,126.11448510659,0,1,1
BASS HILL,736250,736250,736250,736250,980000,870000,870000,870000,58693.4235562214,44842.4131140251,49585.2721959858,55267.6568065708,845562.5,818041.666666667,804562.5,797083.333333333,845000,833500,806000,785000,3444917968.75,2010842013.88889,2458699218.75,3054513888.88889,159669.415584416,362873.529411765,666397.727272727,1229062.5,24.2993776786317,1,0,0
BATEAU BAY,585750,660250,660250,682500,720000,720000,720000,720000,44118.7239792308,19851.7509023484,21661.7282032159,15508.0624192708,671416.666666667,692708.333333333,689687.5,699500,683750,690500,689250,696000,1946461805.55556,394092013.888889,469230468.75,240500000,126281.558441558,305695.588235294,562704.545454545,1055250,65.2263968031001,1,0,1
BATEHAVEN,345000,360000,360000,407500,587500,587500,573750,573750,82887.2932687313,85445.6150132937,79382.4553585363,70394.8190959786,440687.5,465875,448062.5,477416.666666667,411500,433250,429250,451000,6870303385.41667,7300953125,6301574218.75,4955430555.55556,82711.6233766234,205282.352941176,351034.090909091,674562.5,226.343266871495,1,1,1
BATHURST,331250,360000,405000,405000,435000,435000,435000,435000,27947.1848115135,23947.2800589591,12114.0414395857,12472.1912892465,387416.666666667,404833.333333333,418500,421666.666666667,389500,407000,417000,425000,781045138.888889,573472222.222222,146750000,155555555.555556,72815.3896103896,177805.882352941,342909.090909091,640000,164.659735910035,1,0,0
BAULKHAM HILLS,1000000,1000000,1000000,1000000,1255000,1185000,1173500,1167500,77719.4026968527,74781.208646736,76152.293957569,71092.6625374705,1152333.33333333,1125250,1095875,1070000,1178250,1170500,1105000,1042500,6040305555.55555,5592229166.66667,5799171875,5054166666.66667,217563.376623377,500400,911295.454545455,1646875,31.2354564933579,0,0,0
BAYVIEW,1450000,1450000,1450000,1450000,3465000,2650000,2650000,2650000,483117.049309309,406513.803237015,439593.206840142,494974.746830583,2232500,2074166.66666667,1943750,2000000,2195000,2075000,1837500,1900000,233402083333.333,165253472222.222,193242187500,245000000000,423822.077922078,928852.941176471,1629545.45454545,3300000,21.9167634271183,1,0,0
BEACON HILL,1330000,1330000,1330000,1330000,1603000,1598000,1422500,1422500,95592.6960686153,93200.0536480532,37888.6114155692,43027.7688114186,1479625,1448000,1386875,1390833.33333333,1468250,1421250,1397500,1420000,9137963541.66667,8686250000,1435546875,1851388888.88889,279298.441558442,643364.705882353,1137727.27272727,2108750,10.4021439600769,1,1,0
BEAUMONT HILLS,1058000,1062500,1062500,1062500,1235000,1235000,1235000,1120000,67861.9923079186,69940.450861191,66013.7296325545,23540.7448197092,1161000,1157500,1126250,1090000,1185750,1165000,1103750,1087500,4605250000,4891666666.66667,4357812500,554166666.666667,218954.935064935,514235.294117647,932500,1641250,33.302373163945,0,1,0
BEECROFT,1350000,1350000,1350000,1350000,1927500,1712500,1712500,1690000,139731.364291152,122580.047542639,144982.488166675,148174.071805952,1699750,1617916.66666667,1595625,1556666.66666667,1691750,1662500,1660000,1630000,19524854166.6667,15025868055.5556,21019921875,21955555555.5556,321426.753246753,718779.411764706,1331590.90909091,2420000,21.240111981659,0,0,0
BEGA,280000,332500,364000,364000,419000,419000,419000,419000,39077.7081506267,25710.0890810506,20583.6707124847,22661.7641757114,345645.833333333,374791.666666667,385750,389333.333333333,346750,374125,380000,385000,1527067274.30556,661008680.555556,423687500,513555555.555556,64828.8961038961,164652.941176471,317136.363636364,597750,349.805780494275,1,0,0
BELFIELD,980000,980000,980000,980000,1585000,1392500,1238000,1182500,174250.951495888,148572.559901065,109912.109774128,89232.8414878737,1266708.33333333,1184333.33333333,1102625,1057500,1219000,1210250,1096250,1010000,30363394097.2222,22073805555.5556,12080671875,7962500000,239679.350649351,531138.235294118,922295.454545455,1629375,16.6345373001072,0,0,1
BELLA VISTA,1495000,1508500,1508500,1508500,1880000,1880000,1720000,1720000,126597.130035927,142560.41604254,87304.424286516,98772.7470284975,1634500,1654333.33333333,1570250,1580333.33333333,1598750,1630000,1526250,1512500,16026833333.3333,20323472222.2222,7622062500,9756055555.55556,307946.623376623,733850,1272386.36363636,2317625,31.2354564933579,0,1,1
